Timestamp,Temperature (Celsius)
2024-10-16 11:38:27,28.5
2024-10-16 11:38:29,28.875
2024-10-16 11:38:32,29.25
2024-10-16 11:38:34,29.6875
2024-10-16 11:38:37,30.0
2024-10-16 11:38:39,30.3125
2024-10-16 11:38:41,30.625
2024-10-16 11:38:44,30.9375
2024-10-16 11:38:46,31.25
2024-10-16 11:38:49,31.5
2024-10-16 11:38:51,31.75
2024-10-16 11:38:53,32.0
2024-10-16 11:38:56,32.1875
2024-10-16 11:38:58,32.5
2024-10-16 11:39:01,32.6875
2024-10-16 11:39:03,32.9375
2024-10-16 11:39:05,33.125
2024-10-16 11:39:08,33.3125
2024-10-16 11:39:10,33.5
2024-10-16 11:39:13,33.6875
2024-10-16 11:39:15,33.875
2024-10-16 11:39:17,34.0
2024-10-16 11:39:20,34.1875
2024-10-16 11:39:22,34.3125
2024-10-16 11:39:25,34.5
2024-10-16 11:39:27,34.625
2024-10-16 11:39:30,34.75
2024-10-16 11:39:32,34.9375
2024-10-16 11:39:34,35.0625
2024-10-16 11:39:37,35.1875
2024-10-16 11:39:39,35.25
2024-10-16 11:39:42,35.4375
2024-10-16 11:39:44,35.5625
2024-10-16 11:39:46,35.625
2024-10-16 11:39:49,35.75
2024-10-16 11:39:51,35.875
2024-10-16 11:39:54,35.9375
2024-10-16 11:39:56,36.0625
2024-10-16 11:39:58,36.1875
2024-10-16 11:40:01,36.25
2024-10-16 11:40:03,36.3125
2024-10-16 11:40:06,36.375
2024-10-16 11:40:08,36.5
2024-10-16 11:40:10,36.5625
2024-10-16 11:40:13,36.625
2024-10-16 11:40:15,36.75
2024-10-16 11:40:18,36.8125
2024-10-16 11:40:20,36.875
2024-10-16 11:40:22,36.9375
2024-10-16 11:40:25,37.0
2024-10-16 11:40:27,37.0625
2024-10-16 11:40:30,37.125
2024-10-16 11:40:32,37.1875
2024-10-16 11:40:35,37.25
2024-10-16 11:40:37,37.3125
2024-10-16 11:40:39,37.375
2024-10-16 11:40:42,37.4375
2024-10-16 11:40:44,37.5
2024-10-16 11:40:47,37.5
2024-10-16 11:40:49,37.5625
2024-10-16 11:40:51,37.625
2024-10-16 11:40:54,37.6875
2024-10-16 11:40:56,37.6875
2024-10-16 11:40:59,37.75
2024-10-16 11:41:01,37.8125
2024-10-16 11:41:04,37.875
2024-10-16 11:41:06,37.875
2024-10-16 11:41:08,37.9375
2024-10-16 11:41:11,38.0
2024-10-16 11:41:13,38.0
2024-10-16 11:41:16,38.0625
2024-10-16 11:41:18,38.125
2024-10-16 11:41:20,38.0625
2024-10-16 11:41:23,38.125
2024-10-16 11:41:25,38.1875
2024-10-16 11:41:28,38.25
2024-10-16 11:41:30,38.25
2024-10-16 11:41:32,38.25
2024-10-16 11:41:35,38.3125
2024-10-16 11:41:37,38.3125
2024-10-16 11:41:40,38.375
2024-10-16 11:41:42,38.375
